id,mssubclass,mszoning,lotfrontage,lotarea,lotshape,landcontour,bldgtype,landslope,housestyle,overallqual,overallcond,yearbuilt,yearremodadd,roofstyle,roofmatl,exterior1st,masvnrtype,masvnrarea,exterqual,extercond,foundation,mosold,yrsold,saletype,salecondition,saleprice,lotshape_r,lotshape_desc,landcontour_r,landcontour_desc,bldgtype_r,bldgtype_desc,landslope_r,landslope_desc,housestyle_r,housestyle_desc,roofstyle_r,roofstyle_desc,roofmatl_r,roofmatl_desc,exterior1st_r,exterior1st_desc,masvnrtype_r,masvnrtype_desc,exterqual_r,exterqual_desc,extercond_r,extercond_desc,foundation_r,foundation_desc,saletype_r,saletype_desc,salecondition_r,salecondition_desc,monthyear
446,20,RL,73.0,9855,Reg,Lvl,1Fam,Gtl,1Story,6,5,1956,1956,Hip,CompShg,Wd Sdng,None,0.0,TA,TA,CBlock,11,2009,COD,Normal,127500,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,3,Hip,1,Standard (Composite) Shingle,5,Wood Siding,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,4,Court Officer Deed/Estate,0,Normal Sale,2009-11-01
447,20,RL,137.0,16492,IR1,Lvl,1Fam,Gtl,1Story,6,6,1966,2002,Gable,CompShg,BrkFace,None,0.0,Gd,TA,CBlock,6,2010,WD,Normal,190000,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,3,Brick Face,3.0,None,1.0,Good,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2010-06-01
448,60,RL,,11214,IR1,Lvl,1Fam,Gtl,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,None,0.0,Gd,TA,PConc,7,2006,WD,Normal,199900,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2006-07-01
449,50,RM,50.0,8600,Reg,Bnk,1Fam,Gtl,1.5Fin,6,6,1937,1950,Gable,CompShg,MetalSd,None,0.0,TA,TA,BrkTil,6,2006,WD,Normal,119500,0,Regular,1,anked - Quick and significant rise from street grade to building,0,Single-family Detached,0,Gentle slope,1,One and one-half story: 2nd level finished,1,Gable,1,Standard (Composite) Shingle,5,Metal Siding,3.0,None,0.0,Average,0.0,Average,0,Brick & Tile,0,Warranty Deed - Conventional,0,Normal Sale,2006-06-01
450,50,RM,50.0,6000,Reg,Lvl,1Fam,Gtl,1.5Fin,3,7,1948,2002,Gable,CompShg,MetalSd,None,0.0,TA,Gd,CBlock,6,2007,WD,Normal,120000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,1,One and one-half story: 2nd level finished,1,Gable,1,Standard (Composite) Shingle,5,Metal Siding,3.0,None,0.0,Average,1.0,Good,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2007-06-01
451,30,RM,70.0,5684,Reg,Lvl,1Fam,Gtl,1Story,6,8,1930,2005,Hip,CompShg,Wd Sdng,None,0.0,TA,TA,BrkTil,6,2006,WD,Normal,110000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,3,Hip,1,Standard (Composite) Shingle,5,Wood Siding,3.0,None,0.0,Average,0.0,Average,0,Brick & Tile,0,Warranty Deed - Conventional,0,Normal Sale,2006-06-01
452,20,RL,62.0,70761,IR1,Low,1Fam,Mod,1Story,7,5,1975,1975,Gable,WdShngl,Plywood,None,0.0,TA,TA,CBlock,12,2006,WD,Normal,280000,1,Slightly Irregular,2,Depression,0,Single-family Detached,1,Moderate Slope,0,One story,1,Gable,7,Wood Shingles,5,Plywood,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2006-12-01
453,60,RL,,9303,IR1,Lvl,1Fam,Gtl,2Story,6,5,1996,1997,Hip,CompShg,VinylSd,BrkFace,42.0,Gd,TA,PConc,7,2007,WD,Normal,204000,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,3,Hip,1,Standard (Composite) Shingle,5,Vinyl Siding,1.0,Brick Face,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2007-07-01
454,60,FV,75.0,9000,Reg,Lvl,1Fam,Gtl,2Story,8,5,2008,2008,Gable,CompShg,VinylSd,None,0.0,Gd,TA,PConc,6,2009,WD,Normal,210000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2009-06-01
455,90,RL,63.0,9297,Reg,Lvl,Duplex,Gtl,1Story,5,5,1976,1976,Gable,CompShg,Plywood,None,0.0,TA,TA,CBlock,7,2006,WD,Family,188000,0,Regular,0,Near Flat/Level,2,Duplex,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Plywood,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,4,Sale between family members,2006-07-01
456,20,RL,80.0,9600,Reg,Lvl,1Fam,Gtl,1Story,7,6,1973,1973,Hip,CompShg,HdBoard,BrkFace,320.0,TA,TA,CBlock,9,2007,WD,Normal,175500,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,3,Hip,1,Standard (Composite) Shingle,5,Hard Board,1.0,Brick Face,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2007-09-01
457,70,RM,34.0,4571,Reg,Lvl,1Fam,Gtl,2Story,5,5,1916,1950,Gable,CompShg,AsbShng,None,0.0,TA,TA,BrkTil,5,2008,COD,Abnorml,98000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,0,Asbestos Shingles,3.0,None,0.0,Average,0.0,Average,0,Brick & Tile,4,Court Officer Deed/Estate,1,"Abnormal Sale -  trade, foreclosure, short sale",2008-05-01
458,20,RL,,53227,IR1,Low,1Fam,Mod,1Story,4,6,1954,1994,Flat,Tar&Grv,Plywood,None,0.0,TA,TA,CBlock,3,2008,WD,Normal,256000,1,Slightly Irregular,2,Depression,0,Single-family Detached,1,Moderate Slope,0,One story,0,Flat,5,Gravel & Tar,5,Plywood,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2008-03-01
459,70,RM,,5100,Reg,Lvl,1Fam,Gtl,2Story,8,7,1925,1996,Hip,CompShg,Stucco,None,0.0,TA,Gd,PConc,6,2008,WD,Normal,161000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,3,Hip,1,Standard (Composite) Shingle,5,Stucco,3.0,None,0.0,Average,1.0,Good,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2008-06-01
460,50,RL,,7015,IR1,Bnk,1Fam,Gtl,1.5Fin,5,4,1950,1950,Gable,CompShg,MetalSd,BrkCmn,161.0,TA,TA,CBlock,7,2009,WD,Normal,110000,1,Slightly Irregular,1,anked - Quick and significant rise from street grade to building,0,Single-family Detached,0,Gentle slope,1,One and one-half story: 2nd level finished,1,Gable,1,Standard (Composite) Shingle,5,Metal Siding,0.0,Brick Common,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2009-07-01
461,60,FV,75.0,8004,IR1,Lvl,1Fam,Gtl,2Story,8,5,2009,2009,Gable,CompShg,VinylSd,Stone,110.0,Gd,TA,PConc,12,2009,New,Partial,263435,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,4.0,Stone,1.0,Good,0.0,Average,2,Poured Contrete,3,Home just constructed and sold,5,Home was not completed when last assessed (associated with New Homes),2009-12-01
462,70,RL,60.0,7200,Reg,Lvl,1Fam,Gtl,2Story,7,9,1936,2007,Gable,CompShg,Wd Sdng,None,0.0,Gd,Gd,PConc,4,2009,WD,Normal,155000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Wood Siding,3.0,None,1.0,Good,1.0,Good,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2009-04-01
463,20,RL,60.0,8281,IR1,Lvl,1Fam,Gtl,1Story,5,5,1965,1965,Gable,CompShg,MetalSd,None,0.0,TA,TA,CBlock,12,2009,WD,Normal,62383,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Metal Siding,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2009-12-01
464,70,RL,74.0,11988,IR1,HLS,1Fam,Mod,2Story,6,7,1934,1995,Hip,CompShg,Stucco,None,0.0,TA,TA,CBlock,8,2008,WD,Normal,188700,1,Slightly Irregular,3,Hillside - Significant slope from side to side,0,Single-family Detached,1,Moderate Slope,3,Two Storey,3,Hip,1,Standard (Composite) Shingle,5,Stucco,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2008-08-01
465,20,RL,60.0,8430,Reg,HLS,1Fam,Mod,1Story,5,5,1978,1978,Gable,CompShg,HdBoard,BrkFace,136.0,TA,TA,CBlock,8,2009,WD,Normal,124000,0,Regular,3,Hillside - Significant slope from side to side,0,Single-family Detached,1,Moderate Slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Hard Board,1.0,Brick Face,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2009-08-01
466,120,RM,,3072,Reg,Lvl,TwnhsE,Gtl,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,BrkFace,18.0,Gd,TA,PConc,5,2006,WD,Normal,178740,0,Regular,0,Near Flat/Level,3,Townhouse End Unit,0,Gentle slope,0,One story,3,Hip,1,Standard (Composite) Shingle,5,Vinyl Siding,1.0,Brick Face,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2006-05-01
467,20,RL,85.0,10628,Reg,Lvl,1Fam,Gtl,1Story,7,5,1970,1970,Flat,Tar&Grv,Plywood,None,0.0,TA,Gd,CBlock,4,2007,WD,Normal,167000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,0,Flat,5,Gravel & Tar,5,Plywood,3.0,None,0.0,Average,1.0,Good,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2007-04-01
468,70,RL,79.0,9480,Reg,Lvl,1Fam,Gtl,2Story,5,7,1942,1995,Gable,CompShg,MetalSd,Stone,224.0,TA,TA,CBlock,6,2007,WD,Normal,146500,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Metal Siding,4.0,Stone,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2007-06-01
469,20,RL,98.0,11428,IR1,Lvl,1Fam,Gtl,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,Stone,248.0,Gd,TA,PConc,5,2007,WD,Normal,250000,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,4.0,Stone,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2007-05-01
470,60,RL,76.0,9291,IR1,Lvl,1Fam,Gtl,2Story,6,5,1993,1993,Gable,CompShg,HdBoard,BrkFace,120.0,Gd,TA,PConc,6,2008,WD,Normal,187000,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Hard Board,1.0,Brick Face,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2008-06-01
471,120,RL,,6820,IR1,Lvl,TwnhsE,Gtl,1Story,8,5,1985,1985,Gable,CompShg,HdBoard,None,0.0,Gd,TA,PConc,6,2010,WD,Normal,212000,1,Slightly Irregular,0,Near Flat/Level,3,Townhouse End Unit,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Hard Board,3.0,None,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2010-06-01
472,60,RL,92.0,11952,Reg,Lvl,1Fam,Gtl,2Story,7,6,1977,1977,Mansard,WdShake,WdShing,None,0.0,TA,TA,CBlock,11,2007,WD,Normal,190000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,4,Mansard,6,Wood Shakes,5,Wood Shingles,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2007-11-01
473,180,RM,35.0,3675,Reg,Lvl,TwnhsE,Gtl,SLvl,6,5,2005,2005,Gable,CompShg,VinylSd,BrkFace,80.0,TA,TA,PConc,6,2008,WD,Normal,148000,0,Regular,0,Near Flat/Level,3,Townhouse End Unit,0,Gentle slope,8,Split Level,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,1.0,Brick Face,0.0,Average,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2008-06-01
474,20,RL,110.0,14977,IR1,Lvl,1Fam,Gtl,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,BrkFace,304.0,Gd,TA,PConc,7,2007,New,Partial,440000,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,1.0,Brick Face,1.0,Good,0.0,Average,2,Poured Contrete,3,Home just constructed and sold,5,Home was not completed when last assessed (associated with New Homes),2007-07-01
475,120,RL,41.0,5330,Reg,Lvl,TwnhsE,Gtl,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,None,0.0,Gd,TA,PConc,8,2007,WD,Normal,251000,0,Regular,0,Near Flat/Level,3,Townhouse End Unit,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Cement Board,3.0,None,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2007-08-01
476,20,RL,80.0,8480,Reg,Lvl,1Fam,Gtl,1Story,5,6,1963,1963,Hip,CompShg,HdBoard,None,0.0,TA,TA,CBlock,7,2007,WD,Normal,132500,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,3,Hip,1,Standard (Composite) Shingle,5,Hard Board,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2007-07-01
477,20,RL,75.0,13125,Reg,Lvl,1Fam,Mod,1Story,6,5,1997,1998,Gable,CompShg,VinylSd,BrkFace,215.0,TA,TA,PConc,4,2008,WD,Normal,208900,0,Regular,0,Near Flat/Level,0,Single-family Detached,1,Moderate Slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,1.0,Brick Face,0.0,Average,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2008-04-01
478,60,RL,105.0,13693,Reg,Lvl,1Fam,Gtl,2Story,9,5,2006,2006,Hip,CompShg,VinylSd,BrkFace,772.0,Ex,TA,PConc,3,2007,WD,Normal,380000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,3,Hip,1,Standard (Composite) Shingle,5,Vinyl Siding,1.0,Brick Face,2.0,Excellent,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2007-03-01
479,20,RL,79.0,10637,Reg,Lvl,1Fam,Gtl,1Story,8,5,2007,2008,Hip,CompShg,VinylSd,Stone,336.0,Gd,TA,PConc,9,2009,WD,Normal,297000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,3,Hip,1,Standard (Composite) Shingle,5,Vinyl Siding,4.0,Stone,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2009-09-01
480,30,RM,50.0,5925,Reg,Bnk,1Fam,Gtl,1Story,4,7,1937,2000,Hip,CompShg,Stucco,BrkCmn,435.0,TA,TA,BrkTil,3,2007,WD,Alloca,89471,0,Regular,1,anked - Quick and significant rise from street grade to building,0,Single-family Detached,0,Gentle slope,0,One story,3,Hip,1,Standard (Composite) Shingle,5,Stucco,0.0,Brick Common,0.0,Average,0.0,Average,0,Brick & Tile,0,Warranty Deed - Conventional,3,"Allocation - two linked properties with separate deeds, typically condo with a garage unit",2007-03-01
481,20,RL,98.0,16033,IR1,Lvl,1Fam,Gtl,1Story,9,5,2004,2005,Hip,CompShg,VinylSd,BrkFace,378.0,Gd,TA,PConc,3,2006,WD,Normal,326000,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,3,Hip,1,Standard (Composite) Shingle,5,Vinyl Siding,1.0,Brick Face,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2006-03-01
482,20,RL,72.0,11846,IR1,HLS,1Fam,Gtl,1Story,9,5,2003,2004,Hip,CompShg,VinylSd,BrkFace,562.0,Gd,TA,PConc,8,2006,WD,Normal,374000,1,Slightly Irregular,3,Hillside - Significant slope from side to side,0,Single-family Detached,0,Gentle slope,0,One story,3,Hip,1,Standard (Composite) Shingle,5,Vinyl Siding,1.0,Brick Face,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2006-08-01
483,70,RM,50.0,2500,Reg,Lvl,1Fam,Gtl,2Story,7,8,1915,2005,Gable,CompShg,Stucco,None,0.0,Gd,TA,PConc,6,2009,WD,Normal,155000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Stucco,3.0,None,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2009-06-01
484,120,RM,32.0,4500,Reg,Lvl,Twnhs,Gtl,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,BrkFace,116.0,TA,TA,PConc,5,2006,WD,Normal,164000,0,Regular,0,Near Flat/Level,4,ownhouse Inside Unit,0,Gentle slope,0,One story,3,Hip,1,Standard (Composite) Shingle,5,Vinyl Siding,1.0,Brick Face,0.0,Average,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2006-05-01
485,20,RL,,7758,IR1,Lvl,1Fam,Gtl,1Story,5,7,1962,2001,Gable,CompShg,HdBoard,None,0.0,TA,Gd,CBlock,3,2007,WD,Normal,132500,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Hard Board,3.0,None,0.0,Average,1.0,Good,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2007-03-01
486,20,RL,80.0,9600,Reg,Lvl,1Fam,Gtl,1Story,5,7,1950,2007,Gable,CompShg,MetalSd,None,0.0,Gd,TA,CBlock,7,2009,WD,Normal,147000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Metal Siding,3.0,None,1.0,Good,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2009-07-01
487,20,RL,79.0,10289,Reg,Lvl,1Fam,Gtl,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,BrkFace,168.0,TA,TA,CBlock,6,2007,WD,Normal,156000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,3,Hip,1,Standard (Composite) Shingle,5,Metal Siding,1.0,Brick Face,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2007-06-01
488,20,RL,70.0,12243,IR1,Lvl,1Fam,Gtl,1Story,5,6,1971,1971,Gable,CompShg,Plywood,None,0.0,TA,TA,CBlock,2,2007,WD,Normal,175000,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Plywood,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2007-02-01
489,190,RL,60.0,10800,Reg,Lvl,2fmCon,Gtl,1.5Fin,5,4,1900,1970,Gable,CompShg,Wd Sdng,None,0.0,TA,Fa,CBlock,5,2006,ConLD,Normal,160000,0,Regular,0,Near Flat/Level,1,Two-family Conversion,0,Gentle slope,1,One and one-half story: 2nd level finished,1,Gable,1,Standard (Composite) Shingle,5,Wood Siding,3.0,None,0.0,Average,,,1,Cinder Block,8,Contract Low Down,0,Normal Sale,2006-05-01
490,180,RM,21.0,1526,Reg,Lvl,Twnhs,Gtl,SFoyer,4,8,1970,2002,Gable,CompShg,CemntBd,None,0.0,TA,Gd,CBlock,5,2009,WD,Normal,86000,0,Regular,0,Near Flat/Level,4,ownhouse Inside Unit,0,Gentle slope,7,Split Foyer,1,Gable,1,Standard (Composite) Shingle,5,Cement Board,3.0,None,0.0,Average,1.0,Good,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2009-05-01
491,160,RM,,2665,Reg,Lvl,TwnhsE,Gtl,2Story,5,6,1976,1976,Gable,CompShg,CemntBd,None,0.0,TA,TA,PConc,6,2008,WD,Normal,115000,0,Regular,0,Near Flat/Level,3,Townhouse End Unit,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Cement Board,3.0,None,0.0,Average,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2008-06-01
492,50,RL,79.0,9490,Reg,Lvl,1Fam,Gtl,1.5Fin,6,7,1941,1950,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,CBlock,8,2006,WD,Normal,133000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,1,One and one-half story: 2nd level finished,1,Gable,1,Standard (Composite) Shingle,5,Wood Siding,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2006-08-01
493,60,RL,105.0,15578,IR1,Lvl,1Fam,Gtl,2Story,6,5,2006,2006,Gable,CompShg,VinylSd,None,0.0,Gd,TA,PConc,5,2006,New,Partial,172785,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,1.0,Good,0.0,Average,2,Poured Contrete,3,Home just constructed and sold,5,Home was not completed when last assessed (associated with New Homes),2006-05-01
494,20,RL,70.0,7931,Reg,Lvl,1Fam,Gtl,1Story,5,6,1960,1960,Gable,CompShg,BrkFace,None,0.0,TA,TA,CBlock,6,2008,WD,Normal,155000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,3,Brick Face,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2008-06-01
495,30,RM,50.0,5784,Reg,Lvl,1Fam,Gtl,1Story,5,8,1938,1996,Gable,CompShg,MetalSd,None,0.0,TA,TA,BrkTil,12,2009,WD,Normal,91300,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Metal Siding,3.0,None,0.0,Average,0.0,Average,0,Brick & Tile,0,Warranty Deed - Conventional,0,Normal Sale,2009-12-01
496,30,C (all),60.0,7879,Reg,Lvl,1Fam,Gtl,1Story,4,5,1920,1950,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,CBlock,11,2009,WD,Abnorml,34900,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Wood Siding,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,1,"Abnormal Sale -  trade, foreclosure, short sale",2009-11-01
497,20,RL,,12692,IR1,Lvl,1Fam,Gtl,1Story,8,5,1992,1993,Hip,CompShg,BrkFace,None,0.0,Gd,TA,PConc,5,2007,WD,Normal,430000,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,3,Hip,1,Standard (Composite) Shingle,3,Brick Face,3.0,None,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2007-05-01
498,50,RL,60.0,9120,Reg,Lvl,1Fam,Gtl,1.5Fin,7,6,1925,1950,Gable,CompShg,Wd Sdng,None,0.0,TA,Gd,PConc,6,2008,WD,Normal,184000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,1,One and one-half story: 2nd level finished,1,Gable,1,Standard (Composite) Shingle,5,Wood Siding,3.0,None,0.0,Average,1.0,Good,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2008-06-01
499,20,RL,65.0,7800,Reg,Lvl,1Fam,Gtl,1Story,5,7,1967,2004,Hip,CompShg,HdBoard,BrkFace,89.0,TA,TA,PConc,6,2009,WD,Normal,130000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,3,Hip,1,Standard (Composite) Shingle,5,Hard Board,1.0,Brick Face,0.0,Average,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2009-06-01
500,20,RL,70.0,7535,IR1,Lvl,1Fam,Gtl,1Story,5,7,1958,1985,Gable,CompShg,MetalSd,None,0.0,TA,TA,CBlock,6,2007,WD,Normal,120000,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Metal Siding,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2007-06-01
501,160,RM,21.0,1890,Reg,Lvl,Twnhs,Gtl,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,BrkFace,285.0,TA,TA,CBlock,5,2007,WD,Normal,113000,0,Regular,0,Near Flat/Level,4,ownhouse Inside Unit,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Hard Board,1.0,Brick Face,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2007-05-01
502,60,FV,75.0,9803,Reg,Lvl,1Fam,Gtl,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,None,0.0,Gd,TA,PConc,2,2008,WD,Normal,226700,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2008-02-01
503,20,RL,70.0,9170,Reg,Lvl,1Fam,Gtl,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,None,0.0,TA,TA,CBlock,4,2007,WD,Normal,140000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,3,Hip,1,Standard (Composite) Shingle,5,Metal Siding,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2007-04-01
